grade major tno classname
2022 计算机科学与技术 55001216 2022计算机科学与技术1班
2021 油画学 55001217 2021油画学1班
2021 油画学 55001218 2021油画学2班
2021 油画学 55001219 2021油画学3班
2022 国画 55001220 2022国画1班
2022 国画 55001221 2022国画2班
2022 国画 55001222 2022国画3班
2022 服装设计 55001223 2022服装设计2班
2022 服装设计 55001224 2022服装设计3班
2022 油画学 55001225 2022油画学1班
2021 自动化控制工程 55001226 2021自动化控制工程1班
2021 自动化控制工程 55001227 2021自动化控制工程2班
2021 自动化控制工程 55001228 2021自动化控制工程3班
2022 电气工程 55001229 2022电气工程1班
2022 电气工程 55001230 2022电气工程2班
2022 电气工程 55001231 2022电气工程3班
2022 自动化控制工程 55001232 2022自动化控制工程2班
2022 自动化控制工程 55001233 2022自动化控制工程3班
2019 电气工程 55001234 2019电气工程1班
2019 电气工程 55001235 2019电气工程2班
2022 自动化控制工程 55001236 2022自动化控制工程1班
2022 自动化控制工程 55001237 2022自动化控制工程2班
2022 自动化控制工程 55001238 2022自动化控制工程3班
2019 电气工程 55001239 2019电气工程1班
2019 电气工程 55001240 2019电气工程3班
2019 自动化控制工程 55001241 2019自动化控制工程1班
2019 自动化控制工程 55001242 2019自动化控制工程2班
2019 自动化控制工程 55001243 2019自动化控制工程3班
2020 电气工程 55001244 2020电气工程1班
2019 基础物理 55001245 2019基础物理2班
2019 基础物理 55001246 2019基础物理3班
2019 应用物理 55001247 2019应用物理1班
2019 应用物理 55001248 2019应用物理2班
2020 基础物理 55001249 2020基础物理2班
2020 基础物理 55001250 2020基础物理3班
2020 应用物理 55001251 2020应用物理1班
2019 体育教育 55001252 2019体育教育3班
2019 健身体育 55001253 2019健身体育1班
2019 健身体育 55001254 2019健身体育2班
2019 健身体育 55001255 2019健身体育3班
2019 水下运动专项 55001256 2019水下运动专项1班
2019 水下运动专项 55001257 2019水下运动专项2班
2022 体育教育 55001258 2022体育教育2班
2022 体育教育 55001259 2022体育教育3班
2022 健身体育 55001260 2022健身体育1班
2020 深度学习应用 55001261 2020深度学习应用3班
2020 自动驾驶技术 55001262 2020自动驾驶技术1班
2020 自动驾驶技术 55001263 2020自动驾驶技术2班
2020 自动驾驶技术 55001264 2020自动驾驶技术3班
2020 计算机视觉 55001265 2020计算机视觉1班
2022 机器学习与模式识别 55001266 2022机器学习与模式识别2班
2022 机器学习与模式识别 55001267 2022机器学习与模式识别3班
2022 深度学习应用 55001268 2022深度学习应用1班
2022 深度学习应用 55001269 2022深度学习应用2班
2019 音乐教育 55001270 2019音乐教育2班
2019 音乐教育 55001271 2019音乐教育3班
2020 体操学 55001272 2020体操学1班
2020 体操学 55001273 2020体操学2班
2020 体操学 55001274 2020体操学3班
2022 舞蹈艺术 55001275 2022舞蹈艺术3班
2022 钢琴艺术 55001276 2022钢琴艺术1班
2020 油画学 55001277 2020油画学1班
2020 油画学 55001278 2020油画学2班
2020 油画学 55001279 2020油画学3班
2021 国画 55001280 2021国画1班
2021 国画 55001281 2021国画2班
2020 服装设计 55001282 2020服装设计2班
2020 服装设计 55001283 2020服装设计3班
2020 油画学 55001284 2020油画学1班
2019 基础物理 55001285 2019基础物理3班
2019 应用物理 55001286 2019应用物理1班
2019 应用物理 55001287 2019应用物理2班
2022 应用物理 55001288 2022应用物理2班
2022 应用物理 55001289 2022应用物理3班
2019 基础物理 55001290 2019基础物理1班
2019 基础物理 55001291 2019基础物理2班
2020 水下运动专项 55001292 2020水下运动专项3班
2020 篮球专项 55001293 2020篮球专项1班
2020 篮球专项 55001294 2020篮球专项2班
2020 篮球专项 55001295 2020篮球专项3班
2020 运动康复 55001296 2020运动康复1班
2019 人体科学 55001297 2019人体科学3班
2019 体育教育 55001298 2019体育教育1班
2019 体育教育 55001299 2019体育教育2班
2019 体育教育 55001300 2019体育教育3班
2019 健身体育 55001301 2019健身体育1班
2020 运动康复 55001302 2020运动康复2班
2020 运动康复 55001303 2020运动康复3班
2021 人体科学 55001304 2021人体科学1班
2021 人体科学 55001305 2021人体科学2班
2019 健身体育 55001306 2019健身体育2班
2019 健身体育 55001307 2019健身体育3班
2019 水下运动专项 55001308 2019水下运动专项1班
2019 水下运动专项 55001309 2019水下运动专项2班
2019 水下运动专项 55001310 2019水下运动专项3班
2022 机器学习与模式识别 55001311 2022机器学习与模式识别3班
2022 深度学习应用 55001312 2022深度学习应用1班
2022 深度学习应用 55001313 2022深度学习应用2班
2022 深度学习应用 55001314 2022深度学习应用3班
2019 计算机视觉 55001315 2019计算机视觉1班
2019 计算机视觉 55001316 2019计算机视觉2班
2019 计算机视觉 55001317 2019计算机视觉3班
2020 智能系统 55001318 2020智能系统1班
2020 智能系统 55001319 2020智能系统2班
2021 舞蹈教育 55001320 2021舞蹈教育1班
2021 舞蹈教育 55001321 2021舞蹈教育2班
2021 舞蹈教育 55001322 2021舞蹈教育3班
2021 舞蹈艺术 55001323 2021舞蹈艺术1班
2021 舞蹈艺术 55001324 2021舞蹈艺术2班
2021 舞蹈艺术 55001325 2021舞蹈艺术3班
2019 音乐教育 55001326 2019音乐教育3班
2020 体操学 55001327 2020体操学1班
2020 飞行器智能运控 55001328 2020飞行器智能运控1班
2020 飞行器智能运控 55001329 2020飞行器智能运控2班
2020 飞行器智能运控 55001330 2020飞行器智能运控3班
2021 发动机制造 55001331 2021发动机制造2班
2021 发动机制造 55001332 2021发动机制造3班
2019 应用化学 55001333 2019应用化学1班
2019 应用化学 55001334 2019应用化学2班
2019 应用化学 55001335 2019应用化学3班
2020 基础化学 55001336 2020基础化学1班
2022 应用化学 55001337 2022应用化学1班
2022 应用化学 55001338 2022应用化学2班
2019 计算机科学与技术 55001339 2019计算机科学与技术2班
2019 计算机科学与技术 55001340 2019计算机科学与技术3班
2019 软件工程 55001341 2019软件工程1班
2022 软件工程 55001342 2022软件工程3班
2019 人工智能 55001343 2019人工智能1班
2019 人工智能 55001344 2019人工智能2班
2019 人工智能 55001345 2019人工智能3班
2020 自动化控制工程 55001346 2020自动化控制工程2班
2020 自动化控制工程 55001347 2020自动化控制工程3班
2021 电气工程 55001348 2021电气工程1班
2021 电气工程 55001349 2021电气工程2班
2021 电气工程 55001350 2021电气工程3班
2021 自动化控制工程 55001351 2021自动化控制工程1班
2019 自动化控制工程 55001352 2019自动化控制工程1班
2019 自动化控制工程 55001353 2019自动化控制工程2班
2019 自动化控制工程 55001354 2019自动化控制工程3班
2021 应用物理 55001355 2021应用物理2班
2021 应用物理 55001356 2021应用物理3班
2022 基础物理 55001357 2022基础物理1班
2022 基础物理 55001358 2022基础物理2班
2020 基础物理 55001359 2020基础物理1班
2020 基础物理 55001360 2020基础物理2班
2020 基础物理 55001361 2020基础物理3班
2020 应用物理 55001362 2020应用物理1班
2020 应用物理 55001363 2020应用物理2班
2022 应用数学 55001364 2022应用数学3班
2022 管理与统计 55001365 2022管理与统计1班
2022 管理与统计 55001366 2022管理与统计2班
2022 管理与统计 55001367 2022管理与统计3班
2022 管理与统计 55001368 2022管理与统计3班
2019 基础数学 55001369 2019基础数学1班
2019 基础数学 55001370 2019基础数学2班
2019 基础数学 55001371 2019基础数学3班
2019 应用数学 55001372 2019应用数学1班
2019 基础化学 55001373 2019基础化学1班
2019 基础化学 55001374 2019基础化学2班
2019 基础化学 55001375 2019基础化学3班
2019 应用化学 55001376 2019应用化学1班
2019 应用化学 55001377 2019应用化学2班
2019 应用化学 55001378 2019应用化学3班
2021 应用化学 55001379 2021应用化学2班
2021 应用化学 55001380 2021应用化学3班
2022 基础化学 55001381 2022基础化学1班
2022 基础化学 55001382 2022基础化学2班
2020 基础化学 55001383 2020基础化学1班
2020 基础化学 55001384 2020基础化学2班
2020 基础化学 55001385 2020基础化学3班
2020 应用化学 55001386 2020应用化学1班
2022 基础化学 55001387 2022基础化学3班
2022 应用化学 55001388 2022应用化学1班
2022 应用化学 55001389 2022应用化学2班
2022 应用化学 55001390 2022应用化学3班
2021 机器学习与模式识别 55001391 2021机器学习与模式识别2班
2021 机器学习与模式识别 55001392 2021机器学习与模式识别3班
2021 深度学习应用 55001393 2021深度学习应用1班
2021 深度学习应用 55001394 2021深度学习应用2班
2022 机器学习与模式识别 55001395 2022机器学习与模式识别1班
2022 机器学习与模式识别 55001396 2022机器学习与模式识别2班
2022 机器学习与模式识别 55001397 2022机器学习与模式识别3班
2020 飞行器智能运控 55001398 2020飞行器智能运控3班
2020 飞行器设计 55001399 2020飞行器设计1班
2020 飞行器设计 55001400 2020飞行器设计2班
2020 飞行器设计 55001401 2020飞行器设计1班
2020 飞行器设计 55001402 2020飞行器设计2班
2020 飞行器设计 55001403 2020飞行器设计3班
2020 管理与统计 55001404 2020管理与统计3班
2021 基础数学 55001405 2021基础数学1班
2021 基础数学 55001406 2021基础数学2班
2021 基础数学 55001407 2021基础数学3班
2021 基础数学 55001408 2021基础数学1班
2021 基础数学 55001409 2021基础数学2班
2020 歌唱学 55001410 2020歌唱学1班
2020 歌唱学 55001411 2020歌唱学2班
2020 歌唱学 55001412 2020歌唱学3班
2020 舞蹈教育 55001413 2020舞蹈教育1班
2020 舞蹈教育 55001414 2020舞蹈教育2班
2022 体操学 55001415 2022体操学3班
2022 歌唱学 55001416 2022歌唱学1班
2022 歌唱学 55001417 2022歌唱学2班
2021 飞行器设计 55001418 2021飞行器设计3班
2022 发动机制造 55001419 2022发动机制造1班
2022 发动机制造 55001420 2022发动机制造2班
2022 发动机制造 55001421 2022发动机制造3班
2022 飞行器智能运控 55001422 2022飞行器智能运控1班
2021 飞行器智能运控 55001423 2021飞行器智能运控3班
2021 飞行器设计 55001424 2021飞行器设计1班
2021 飞行器设计 55001425 2021飞行器设计2班
2021 飞行器设计 55001426 2021飞行器设计3班
2022 发动机制造 55001427 2022发动机制造1班
2022 飞行器智能运控 55001428 2022飞行器智能运控2班
2022 飞行器智能运控 55001429 2022飞行器智能运控3班
2022 飞行器设计 55001430 2022飞行器设计1班
2022 飞行器设计 55001431 2022飞行器设计2班
2022 飞行器设计 55001432 2022飞行器设计3班
2022 发动机制造 55001433 2022发动机制造2班
2022 发动机制造 55001434 2022发动机制造3班
2022 飞行器智能运控 55001435 2022飞行器智能运控1班
2022 飞行器智能运控 55001436 2022飞行器智能运控2班
2020 国画 55001437 2020国画1班
2020 国画 55001438 2020国画2班
2020 国画 55001439 2020国画3班
2020 平面设计艺术 55001440 2020平面设计艺术1班
2020 平面设计艺术 55001441 2020平面设计艺术2班
2020 平面设计艺术 55001442 2020平面设计艺术3班
2022 服装设计 55001443 2022服装设计3班
2022 油画学 55001444 2022油画学1班
2022 油画学 55001445 2022油画学2班
2022 电气工程 55001446 2022电气工程1班
2022 电气工程 55001447 2022电气工程2班
2022 电气工程 55001448 2022电气工程3班
2022 自动化控制工程 55001449 2022自动化控制工程1班
2022 自动化控制工程 55001450 2022自动化控制工程3班
2019 电气工程 55001451 2019电气工程1班
2021 水下运动专项 55001452 2021水下运动专项2班
2021 水下运动专项 55001453 2021水下运动专项3班
2021 篮球专项 55001454 2021篮球专项1班
2021 篮球专项 55001455 2021篮球专项2班
2019 人体科学 55001456 2019人体科学2班
2019 人体科学 55001457 2019人体科学3班
2019 体育教育 55001458 2019体育教育1班
2019 体育教育 55001459 2019体育教育2班
2021 钢琴艺术 55001460 2021钢琴艺术3班
2021 音乐教育 55001461 2021音乐教育1班
2021 音乐教育 55001462 2021音乐教育2班
2021 音乐教育 55001463 2021音乐教育3班
2019 歌唱学 55001464 2019歌唱学3班
2019 舞蹈教育 55001465 2019舞蹈教育1班
2019 舞蹈教育 55001466 2019舞蹈教育2班
2019 舞蹈教育 55001467 2019舞蹈教育3班
2021 发动机制造 55001468 2021发动机制造1班
2021 发动机制造 55001469 2021发动机制造2班
2021 发动机制造 55001470 2021发动机制造3班
2021 飞行器智能运控 55001471 2021飞行器智能运控1班
2021 飞行器智能运控 55001472 2021飞行器智能运控2班
2020 发动机制造 55001473 2020发动机制造1班
2020 发动机制造 55001474 2020发动机制造2班
2020 发动机制造 55001475 2020发动机制造3班
2020 飞行器智能运控 55001476 2020飞行器智能运控1班
2020 飞行器智能运控 55001477 2020飞行器智能运控2班
2021 飞行器智能运控 55001478 2021飞行器智能运控3班
2021 飞行器设计 55001479 2021飞行器设计1班
2021 飞行器设计 55001480 2021飞行器设计2班
2021 飞行器设计 55001481 2021飞行器设计3班
2022 发动机制造 55001482 2022发动机制造1班
2022 发动机制造 55001483 2022发动机制造2班
2020 飞行器智能运控 55001484 2020飞行器智能运控3班
2020 飞行器设计 55001485 2020飞行器设计1班
2020 飞行器设计 55001486 2020飞行器设计2班
2020 飞行器设计 55001487 2020飞行器设计3班
2021 发动机制造 55001488 2021发动机制造1班
2022 大数据分析应用 55001489 2022大数据分析应用3班
2022 计算机科学与技术 55001490 2022计算机科学与技术1班
2022 计算机科学与技术 55001491 2022计算机科学与技术2班
2022 计算机科学与技术 55001492 2022计算机科学与技术3班
2022 软件工程 55001493 2022软件工程1班
2022 软件工程 55001494 2022软件工程2班
2020 计算机科学与技术 55001495 2020计算机科学与技术2班
2020 计算机科学与技术 55001496 2020计算机科学与技术3班
2020 软件工程 55001497 2020软件工程1班
2020 软件工程 55001498 2020软件工程2班
2022 软件工程 55001499 2022软件工程3班
2019 人工智能 55001500 2019人工智能1班
2019 人工智能 55001501 2019人工智能2班
2019 人工智能 55001502 2019人工智能3班
2019 大数据分析应用 55001503 2019大数据分析应用1班
2019 大数据分析应用 55001504 2019大数据分析应用2班
2020 软件工程 55001505 2020软件工程3班
2021 人工智能 55001506 2021人工智能1班
2021 人工智能 55001507 2021人工智能2班
2021 人工智能 55001508 2021人工智能3班
2019 大数据分析应用 55001509 2019大数据分析应用3班
2019 计算机科学与技术 55001510 2019计算机科学与技术1班
2019 计算机科学与技术 55001511 2019计算机科学与技术2班
2019 计算机科学与技术 55001512 2019计算机科学与技术3班
2019 软件工程 55001513 2019软件工程1班
2019 软件工程 55001514 2019软件工程2班
2021 大数据分析应用 55001515 2021大数据分析应用1班
2021 大数据分析应用 55001516 2021大数据分析应用2班
2019 油画学 55001517 2019油画学3班
2020 国画 55001518 2020国画1班
2020 国画 55001519 2020国画2班
2020 国画 55001520 2020国画3班
2020 平面设计艺术 55001521 2020平面设计艺术1班
2020 平面设计艺术 55001522 2020平面设计艺术2班
2021 平面设计艺术 55001523 2021平面设计艺术3班
2021 服装设计 55001524 2021服装设计1班
2021 应用物理 55001525 2021应用物理3班
2022 基础物理 55001526 2022基础物理1班
2022 基础物理 55001527 2022基础物理2班
2020 基础物理 55001528 2020基础物理2班
2020 基础物理 55001529 2020基础物理3班
2020 应用物理 55001530 2020应用物理1班
2020 应用物理 55001531 2020应用物理2班
2020 人体科学 55001532 2020人体科学3班
2020 体育教育 55001533 2020体育教育1班
2020 体育教育 55001534 2020体育教育2班
2020 运动康复 55001535 2020运动康复3班
2021 人体科学 55001536 2021人体科学1班
2020 油画学 55001537 2020油画学3班
2021 国画 55001538 2021国画1班
2021 国画 55001539 2021国画2班
2021 国画 55001540 2021国画3班
2022 国画 55001541 2022国画2班
2022 国画 55001542 2022国画3班
2022 平面设计艺术 55001543 2022平面设计艺术1班
2022 平面设计艺术 55001544 2022平面设计艺术2班
2019 应用物理 55001545 2019应用物理1班
2019 应用物理 55001546 2019应用物理2班
2019 应用物理 55001547 2019应用物理3班
2020 基础物理 55001548 2020基础物理1班
2020 基础物理 55001549 2020基础物理2班
2020 基础物理 55001550 2020基础物理3班
2021 应用物理 55001551 2021应用物理3班
2022 基础物理 55001552 2022基础物理1班
2020 应用化学 55001553 2020应用化学1班
2020 应用化学 55001554 2020应用化学2班
2020 应用化学 55001555 2020应用化学3班
2021 基础化学 55001556 2021基础化学1班
2021 基础化学 55001557 2021基础化学2班
2022 基础化学 55001558 2022基础化学2班
2022 基础化学 55001559 2022基础化学3班
2022 应用化学 55001560 2022应用化学1班
2022 应用化学 55001561 2022应用化学2班
2022 应用化学 55001562 2022应用化学3班
2021 基础化学 55001563 2021基础化学3班
2021 应用化学 55001564 2021应用化学1班
2021 应用化学 55001565 2021应用化学2班
2021 应用化学 55001566 2021应用化学3班
2022 基础化学 55001567 2022基础化学1班
2022 基础化学 55001568 2022基础化学2班
2019 基础化学 55001569 2019基础化学1班
2019 基础化学 55001570 2019基础化学2班
2020 机器学习与模式识别 55001571 2020机器学习与模式识别3班
2020 深度学习应用 55001572 2020深度学习应用1班
2020 深度学习应用 55001573 2020深度学习应用2班
2019 智能系统 55001574 2019智能系统3班
2019 机器学习与模式识别 55001575 2019机器学习与模式识别1班
2019 机器学习与模式识别 55001576 2019机器学习与模式识别2班
2022 油画学 55001577 2022油画学3班
2019 国画 55001578 2019国画1班
2019 国画 55001579 2019国画2班
2019 平面设计艺术 55001580 2019平面设计艺术3班
2019 服装设计 55001581 2019服装设计1班
2021 篮球专项 55001582 2021篮球专项3班
2021 运动康复 55001583 2021运动康复1班
2021 运动康复 55001584 2021运动康复2班
2022 人体科学 55001585 2022人体科学2班
2022 人体科学 55001586 2022人体科学3班
2022 体育教育 55001587 2022体育教育1班
2020 飞行器设计 55001588 2020飞行器设计3班
2021 发动机制造 55001589 2021发动机制造1班
2021 发动机制造 55001590 2021发动机制造2班
2021 发动机制造 55001591 2021发动机制造3班
2021 飞行器智能运控 55001592 2021飞行器智能运控1班
2021 飞行器智能运控 55001593 2021飞行器智能运控2班
2021 飞行器智能运控 55001594 2021飞行器智能运控3班
2020 应用物理 55001595 2020应用物理2班
2020 应用物理 55001596 2020应用物理3班
2021 基础物理 55001597 2021基础物理1班
2021 基础物理 55001598 2021基础物理2班
2021 基础物理 55001599 2021基础物理1班
2021 基础物理 55001600 2021基础物理2班
2021 基础物理 55001601 2021基础物理3班
2021 应用物理 55001602 2021应用物理1班
2021 基础化学 55001603 2021基础化学3班
2021 应用化学 55001604 2021应用化学1班
2021 应用化学 55001605 2021应用化学2班
2021 应用化学 55001606 2021应用化学3班
2021 应用化学 55001607 2021应用化学2班
2021 应用化学 55001608 2021应用化学3班
2022 基础化学 55001609 2022基础化学1班
2022 基础化学 55001610 2022基础化学2班
2021 计算机视觉 55001611 2021计算机视觉1班
2021 计算机视觉 55001612 2021计算机视觉2班
2021 计算机视觉 55001613 2021计算机视觉3班
2022 智能系统 55001614 2022智能系统1班
2022 智能系统 55001615 2022智能系统2班
2022 智能系统 55001616 2022智能系统3班
2020 机器学习与模式识别 55001617 2020机器学习与模式识别3班
2020 深度学习应用 55001618 2020深度学习应用1班
2020 深度学习应用 55001619 2020深度学习应用2班
2020 深度学习应用 55001620 2020深度学习应用3班
2020 自动驾驶技术 55001621 2020自动驾驶技术1班
2019 人体科学 55001622 2019人体科学1班
2019 人体科学 55001623 2019人体科学2班
2019 人体科学 55001624 2019人体科学3班
2019 人体科学 55001625 2019人体科学2班
2019 人体科学 55001626 2019人体科学3班
2019 体育教育 55001627 2019体育教育1班
2019 飞行器智能运控 55001628 2019飞行器智能运控1班
2019 飞行器智能运控 55001629 2019飞行器智能运控2班
2019 飞行器智能运控 55001630 2019飞行器智能运控3班
2019 飞行器设计 55001631 2019飞行器设计1班
2019 飞行器设计 55001632 2019飞行器设计2班
2019 飞行器智能运控 55001633 2019飞行器智能运控2班
2019 飞行器智能运控 55001634 2019飞行器智能运控3班
2020 基础物理 55001635 2020基础物理3班
2020 应用物理 55001636 2020应用物理1班
2020 应用物理 55001637 2020应用物理2班
2020 应用物理 55001638 2020应用物理3班
2021 基础物理 55001639 2021基础物理1班
2020 基础物理 55001640 2020基础物理1班
2020 基础物理 55001641 2020基础物理2班
2020 基础物理 55001642 2020基础物理3班
2020 应用物理 55001643 2020应用物理1班
2020 应用物理 55001644 2020应用物理2班
2021 基础物理 55001645 2021基础物理2班
2021 基础物理 55001646 2021基础物理3班
2021 应用物理 55001647 2021应用物理1班
2021 应用物理 55001648 2021应用物理2班
2020 应用物理 55001649 2020应用物理3班
2021 基础物理 55001650 2021基础物理1班
2021 基础物理 55001651 2021基础物理2班
2019 运动康复 55001652 2019运动康复3班
2020 人体科学 55001653 2020人体科学1班
2020 人体科学 55001654 2020人体科学2班
2020 人体科学 55001655 2020人体科学3班
2020 体育教育 55001656 2020体育教育1班
2020 体育教育 55001657 2020体育教育2班
2019 篮球专项 55001658 2019篮球专项3班
2019 运动康复 55001659 2019运动康复1班
2019 运动康复 55001660 2019运动康复2班
2019 运动康复 55001661 2019运动康复3班
2020 体育教育 55001662 2020体育教育3班
2020 健身体育 55001663 2020健身体育1班
2020 健身体育 55001664 2020健身体育2班
2020 健身体育 55001665 2020健身体育3班
2020 水下运动专项 55001666 2020水下运动专项1班
2020 水下运动专项 55001667 2020水下运动专项2班
2020 人体科学 55001668 2020人体科学1班
2020 人体科学 55001669 2020人体科学2班
2020 人体科学 55001670 2020人体科学3班
2020 体育教育 55001671 2020体育教育1班
2020 水下运动专项 55001672 2020水下运动专项3班
2020 篮球专项 55001673 2020篮球专项1班
2020 篮球专项 55001674 2020篮球专项2班
2020 篮球专项 55001675 2020篮球专项3班
2020 体育教育 55001676 2020体育教育2班
2020 体育教育 55001677 2020体育教育3班
2020 健身体育 55001678 2020健身体育1班
2019 软件工程 55001679 2019软件工程1班
2019 软件工程 55001680 2019软件工程2班
2019 软件工程 55001681 2019软件工程3班
2019 人工智能 55001682 2019人工智能2班
2019 人工智能 55001683 2019人工智能3班
2019 大数据分析应用 55001684 2019大数据分析应用1班
2021 基础物理 55001685 2021基础物理1班
2021 基础物理 55001686 2021基础物理2班
2021 基础物理 55001687 2021基础物理3班
2021 应用物理 55001688 2021应用物理1班
2019 应用物理 55001689 2019应用物理2班
2019 应用物理 55001690 2019应用物理3班
2020 基础物理 55001691 2020基础物理1班
2020 基础物理 55001692 2020基础物理2班
2021 应用化学 55001693 2021应用化学2班
2021 应用化学 55001694 2021应用化学3班
2022 基础化学 55001695 2022基础化学1班
2022 基础化学 55001696 2022基础化学2班
2020 基础化学 55001697 2020基础化学3班
2020 应用化学 55001698 2020应用化学1班
2020 应用化学 55001699 2020应用化学2班
2021 舞蹈教育 55001700 2021舞蹈教育3班
2021 舞蹈艺术 55001701 2021舞蹈艺术1班
2021 舞蹈艺术 55001702 2021舞蹈艺术2班
2021 舞蹈艺术 55001703 2021舞蹈艺术3班
2021 钢琴艺术 55001704 2021钢琴艺术1班
2021 钢琴艺术 55001705 2021钢琴艺术2班
2020 音乐教育 55001706 2020音乐教育3班
2021 体操学 55001707 2021体操学1班
2021 体操学 55001708 2021体操学2班
2021 体操学 55001709 2021体操学3班
2021 钢琴艺术 55001710 2021钢琴艺术3班
2021 音乐教育 55001711 2021音乐教育1班
2021 音乐教育 55001712 2021音乐教育2班
2021 歌唱学 55001713 2021歌唱学1班
2021 歌唱学 55001714 2021歌唱学2班
2021 歌唱学 55001715 2021歌唱学3班
2019 自动化控制工程 55001716 2019自动化控制工程3班
2020 电气工程 55001717 2020电气工程1班
2020 电气工程 55001718 2020电气工程2班
2020 电气工程 55001719 2020电气工程3班
2020 自动化控制工程 55001720 2020自动化控制工程1班
2020 自动化控制工程 55001721 2020自动化控制工程2班
2022 电气工程 55001722 2022电气工程1班
2022 电气工程 55001723 2022电气工程2班
2022 电气工程 55001724 2022电气工程3班
2020 应用物理 55001725 2020应用物理3班
2021 基础物理 55001726 2021基础物理1班
2021 基础物理 55001727 2021基础物理2班
2021 基础物理 55001728 2021基础物理3班
2022 应用物理 55001729 2022应用物理1班
2022 应用物理 55001730 2022应用物理2班
2022 应用物理 55001731 2022应用物理3班
2019 基础物理 55001732 2019基础物理1班
2021 应用化学 55001733 2021应用化学1班
2021 应用化学 55001734 2021应用化学2班
2021 应用化学 55001735 2021应用化学3班
2019 基础化学 55001736 2019基础化学2班
2019 基础化学 55001737 2019基础化学3班
2022 飞行器智能运控 55001738 2022飞行器智能运控1班
2022 飞行器智能运控 55001739 2022飞行器智能运控2班
2022 飞行器智能运控 55001740 2022飞行器智能运控3班
2022 飞行器设计 55001741 2022飞行器设计1班
2022 飞行器设计 55001742 2022飞行器设计2班
2022 飞行器设计 55001743 2022飞行器设计3班
2020 飞行器设计 55001744 2020飞行器设计1班
2020 飞行器设计 55001745 2020飞行器设计2班
2020 飞行器设计 55001746 2020飞行器设计3班
2021 发动机制造 55001747 2021发动机制造1班
2019 发动机制造 55001748 2019发动机制造1班
2019 发动机制造 55001749 2019发动机制造2班
2019 发动机制造 55001750 2019发动机制造3班
2019 飞行器智能运控 55001751 2019飞行器智能运控1班
2019 飞行器智能运控 55001752 2019飞行器智能运控2班
2019 飞行器智能运控 55001753 2019飞行器智能运控3班
2021 发动机制造 55001754 2021发动机制造2班
2021 发动机制造 55001755 2021发动机制造3班
2021 飞行器智能运控 55001756 2021飞行器智能运控1班
2021 飞行器智能运控 55001757 2021飞行器智能运控2班
2021 飞行器智能运控 55001758 2021飞行器智能运控3班
2019 计算机科学与技术 55001759 2019计算机科学与技术1班
2019 计算机科学与技术 55001760 2019计算机科学与技术2班
2019 计算机科学与技术 55001761 2019计算机科学与技术3班
2022 人工智能 55001762 2022人工智能1班
2022 人工智能 55001763 2022人工智能2班
2022 人工智能 55001764 2022人工智能3班
2022 大数据分析应用 55001765 2022大数据分析应用1班
2020 自动化控制工程 55001766 2020自动化控制工程1班
2020 自动化控制工程 55001767 2020自动化控制工程2班
2020 自动化控制工程 55001768 2020自动化控制工程3班
2021 电气工程 55001769 2021电气工程1班
2021 自动化控制工程 55001770 2021自动化控制工程2班
2021 自动化控制工程 55001771 2021自动化控制工程3班
2019 篮球专项 55001772 2019篮球专项2班
2019 篮球专项 55001773 2019篮球专项3班
2019 运动康复 55001774 2019运动康复1班
2019 运动康复 55001775 2019运动康复2班
2022 篮球专项 55001776 2022篮球专项1班
2022 篮球专项 55001777 2022篮球专项2班
2022 篮球专项 55001778 2022篮球专项3班
2020 大数据分析应用 55001779 2020大数据分析应用3班
2020 计算机科学与技术 55001780 2020计算机科学与技术1班
2020 计算机科学与技术 55001781 2020计算机科学与技术2班
2020 计算机科学与技术 55001782 2020计算机科学与技术3班
2020 软件工程 55001783 2020软件工程1班
2022 软件工程 55001784 2022软件工程1班
2022 软件工程 55001785 2022软件工程2班
2022 软件工程 55001786 2022软件工程3班
2020 油画学 55001787 2020油画学2班
2020 油画学 55001788 2020油画学3班
2021 国画 55001789 2021国画1班
2021 国画 55001790 2021国画2班
2019 国画 55001791 2019国画1班
2019 国画 55001792 2019国画2班
2019 国画 55001793 2019国画3班
2019 平面设计艺术 55001794 2019平面设计艺术1班
2019 平面设计艺术 55001795 2019平面设计艺术2班
2019 电气工程 55001796 2019电气工程3班
2019 自动化控制工程 55001797 2019自动化控制工程1班
2019 自动化控制工程 55001798 2019自动化控制工程2班
2019 自动化控制工程 55001799 2019自动化控制工程3班
2020 电气工程 55001800 2020电气工程1班
2020 电气工程 55001801 2020电气工程2班
2019 自动化控制工程 55001802 2019自动化控制工程3班
2020 电气工程 55001803 2020电气工程1班
2020 电气工程 55001804 2020电气工程2班
2020 基础物理 55001805 2020基础物理3班
2020 应用物理 55001806 2020应用物理1班
2020 应用物理 55001807 2020应用物理2班
2020 应用物理 55001808 2020应用物理3班
2021 基础物理 55001809 2021基础物理1班
2020 基础物理 55001810 2020基础物理3班
2020 应用物理 55001811 2020应用物理1班
2021 人体科学 55001812 2021人体科学2班
2021 人体科学 55001813 2021人体科学3班
2021 体育教育 55001814 2021体育教育1班
2021 体育教育 55001815 2021体育教育2班
2021 体育教育 55001816 2021体育教育3班
2019 水下运动专项 55001817 2019水下运动专项2班
2019 水下运动专项 55001818 2019水下运动专项3班
2019 篮球专项 55001819 2019篮球专项1班
2019 篮球专项 55001820 2019篮球专项2班
2021 计算机视觉 55001821 2021计算机视觉1班
2021 计算机视觉 55001822 2021计算机视觉2班
